what,kind,bundleId,bundleVersion,description,time
started,bundle,org.eclipse.mylyn.context.ui,3.4.2.v20110131-0100-e3x,"org.eclipse.mylyn.context.ui",1493360597726
started,bundle,org.eclipse.mylyn.monitor.ui,3.4.1.v20110131-0100-e3x,"org.eclipse.mylyn.monitor.ui",1493360597726
started,bundle,org.eclipse.mylyn.tasks.ui,3.4.3.v20110131-0100-e3x,"org.eclipse.mylyn.tasks.ui",1493360597727
started,bundle,org.eclipse.mylyn.team.ui,3.4.3.v20110131-0100-e3x,"org.eclipse.mylyn.team.ui",1493360597727
started,bundle,org.eclipse.pde.launching,3.6.0.v20100601,"org.eclipse.pde.launching",1493360597727
started,bundle,org.eclipse.pde.ui,3.6.1.v20110210_r362,"org.eclipse.pde.ui",1493360597729
started,bundle,org.eclipse.search,3.6.0.v20100520-0800,"org.eclipse.search",1493360597729
started,bundle,org.eclipse.team.core,3.5.101.R36x_v20110203-1036,"org.eclipse.team.core",1493360597730
started,bundle,org.eclipse.team.cvs.core,3.3.301.R36x_v20110119-0815,"org.eclipse.team.cvs.core",1493360597730
started,bundle,org.eclipse.team.cvs.ui,3.3.302.R36x_v20110203-1036,"org.eclipse.team.cvs.ui",1493360597730
started,bundle,org.eclipse.team.ui,3.5.102.R36x_v20110203-1036,"org.eclipse.team.ui",1493360597731
started,bundle,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui",1493360597732
started,bundle,org.eclipse.ui.console,3.5.0.v20100526,"org.eclipse.ui.console",1493360597732
started,bundle,org.eclipse.ui.editors,3.6.1.r361_v20100825-0800,"org.eclipse.ui.editors",1493360597733
started,bundle,org.eclipse.ui.forms,3.5.2.r36_v20100702,"org.eclipse.ui.forms",1493360597733
started,bundle,org.eclipse.ui.ide,3.6.2.M20101201-0800,"org.eclipse.ui.ide",1493360597734
started,bundle,org.eclipse.ui.net,1.2.100.I20100505-1245,"org.eclipse.ui.net",1493360597734
started,bundle,org.eclipse.ui.views,3.5.1.M20110202-0800,"org.eclipse.ui.views",1493360597735
started,bundle,org.eclipse.ui.views.log,1.0.100.v20110210_r362,"org.eclipse.ui.views.log",1493360597735
started,bundle,org.eclipse.ui.views.properties.tabbed,3.5.100.I20100509-0800,"org.eclipse.ui.views.properties.tabbed",1493360597736
started,bundle,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"org.eclipse.ui.workbench",1493360597737
started,bundle,org.eclipse.ui.workbench.texteditor,3.6.1.r361_v20100714-0800,"org.eclipse.ui.workbench.texteditor",1493360597737
started,bundle,org.eclipse.update.configurator,3.3.100.v20100512,"org.eclipse.update.configurator",1493360597738
started,bundle,org.eclipse.update.core,3.2.402.R36x_v20100629,"org.eclipse.update.core",1493360597738
started,bundle,org.eclipse.update.scheduler,3.2.300.v20100512,"org.eclipse.update.scheduler",1493360597739
started,bundle,au.edu.rmit.cs.PDT,0.5.0,"au.edu.rmit.cs.PDT",1493360597739
os,sysinfo,,,"win32",1493360597741
arch,sysinfo,,,"x86_64",1493360597741
ws,sysinfo,,,"win32",1493360597741
locale,sysinfo,,,"en_GB",1493360597741
processors,sysinfo,,,"4",1493360597741
java.runtime.name,sysinfo,,,"Java(TM) SE Runtime Environment",1493360597741
java.runtime.version,sysinfo,,,"1.8.0_131-b11",1493360597741
java.specification.name,sysinfo,,,"Java Platform API Specification",1493360597741
java.specification.vendor,sysinfo,,,"Oracle Corporation",1493360597741
java.specification.version,sysinfo,,,"1.8",1493360597741
java.vendor,sysinfo,,,"Oracle Corporation",1493360597741
java.version,sysinfo,,,"1.8.0_131",1493360597741
java.vm.info,sysinfo,,,"mixed mode",1493360597741
java.vm.name,sysinfo,,,"Java HotSpot(TM) 64-Bit Server VM",1493360597741
java.vm.specification.name,sysinfo,,,"Java Virtual Machine Specification",1493360597741
java.vm.specification.vendor,sysinfo,,,"Oracle Corporation",1493360597741
java.vm.specification.version,sysinfo,,,"1.8",1493360597741
java.vm.vendor,sysinfo,,,"Oracle Corporation",1493360597741
java.vm.version,sysinfo,,,"25.131-b11",1493360597741
activated,view,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.PackageExplorer",1493360598680
activated,view,org.eclipse.ui.ide,3.6.2.M20101201-0800,"org.eclipse.ui.views.ProblemView",1493360603006
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1493360604495
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1493360696517
activated,editor,au.edu.rmit.cs.PDT,0.5.0,"au.edu.rmit.cs.pdt.editors.PDTProjectEditor",1493360696523
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1493360698290
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1493360699511
closed,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1493360699637
started,bundle,org.eclipse.compare.core,3.5.101.R36x_v20100929-0800,"org.eclipse.compare.core",1493360699852
started,bundle,org.eclipse.compare,3.5.101.R36x_v20100929-0800,"org.eclipse.compare",1493360699857
stopped,bundle,org.eclipse.mylyn.ide.ant,3.4.0.v20100608-0100-e3x,"org.eclipse.mylyn.ide.ant",1493360699980
stopped,bundle,org.eclipse.mylyn.pde.ui,3.4.0.v20100608-0100-e3x,"org.eclipse.mylyn.pde.ui",1493360699981
stopped,bundle,org.eclipse.pde.api.tools.ui,1.0.201.v20100820_r361,"org.eclipse.pde.api.tools.ui",1493360699982
