what,kind,bundleId,bundleVersion,description,time
stopped,bundle,org.eclipse.pde.ds.ui,1.0.100.v20100601,"org.eclipse.pde.ds.ui",1493360699982
stopped,bundle,org.eclipse.pde.runtime,3.4.200.v20100601,"org.eclipse.pde.runtime",1493360699983
stopped,bundle,org.eclipse.pde.ua.ui,1.0.100.v20100504,"org.eclipse.pde.ua.ui",1493360699984
stopped,bundle,org.eclipse.pde.ui.templates,3.4.200.v20100601,"org.eclipse.pde.ui.templates",1493360699986
stopped,bundle,org.eclipse.pde.ui,3.6.1.v20110210_r362,"org.eclipse.pde.ui",1493360699986
stopped,bundle,org.eclipse.ant.ui,3.5.0.v20100427,"org.eclipse.ant.ui",1493360699989
stopped,bundle,org.eclipse.ant.launching,1.0.1.v20101020_r362,"org.eclipse.ant.launching",1493360699990
stopped,bundle,org.eclipse.compare.win32,1.0.101.R36x_v20101103-0618,"org.eclipse.compare.win32",1493360699992
stopped,bundle,org.eclipse.emf.compare.ui,1.1.2.v20110202-0936,"org.eclipse.emf.compare.ui",1493360699994
stopped,bundle,org.eclipse.equinox.p2.ui.sdk,1.0.100.v20100513,"org.eclipse.equinox.p2.ui.sdk",1493360699994
stopped,bundle,org.eclipse.mylyn.java.tasks,3.4.0.v20100608-0100-e3x,"org.eclipse.mylyn.java.tasks",1493360699995
stopped,bundle,org.eclipse.mylyn.java.ui,3.4.0.v20100608-0100-e3x,"org.eclipse.mylyn.java.ui",1493360699996
stopped,bundle,org.eclipse.jdt.junit,3.6.1.r361_v20100825-0800,"org.eclipse.jdt.junit",1493360699997
stopped,bundle,org.eclipse.emf.mint.ui,0.9.0.v201006142335,"org.eclipse.emf.mint.ui",1493360699998
stopped,bundle,org.eclipse.jdt.apt.ui,3.3.300.v20100513-0845,"org.eclipse.jdt.apt.ui",1493360699998
stopped,bundle,org.eclipse.jdt.debug.ui,3.5.2.v20100928a_r362,"org.eclipse.jdt.debug.ui",1493360699999
stopped,bundle,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui",1493360700042
stopped,bundle,org.eclipse.search,3.6.0.v20100520-0800,"org.eclipse.search",1493360700047
stopped,bundle,org.eclipse.emf.cdo.ui.ide,3.0.0.v20110120-1046,"org.eclipse.emf.cdo.ui.ide",1493360700048
stopped,bundle,org.eclipse.emf.ecoretools,0.10.0.v20100615-1639,"org.eclipse.emf.ecoretools",1493360700049
stopped,bundle,org.eclipse.emf.ecoretools.diagram,0.10.0.v20100521-2009,"org.eclipse.emf.ecoretools.diagram",1493360700051
stopped,bundle,org.eclipse.mylyn.team.ui,3.4.3.v20110131-0100-e3x,"org.eclipse.mylyn.team.ui",1493360700051
stopped,bundle,org.eclipse.ui.navigator.resources,3.4.202.M20101124-0800,"org.eclipse.ui.navigator.resources",1493360700052
stopped,bundle,org.eclipse.ltk.ui.refactoring,3.5.0.v20100526-0800,"org.eclipse.ltk.ui.refactoring",1493360700053
activated,perspective,org.eclipse.jdt.ui,,"org.eclipse.jdt.ui.JavaPerspective",1493360928095
started,bundle,org.eclipse.osgi,3.6.2.R36x_v20110210,"org.eclipse.osgi",1493360928096
started,bundle,org.eclipse.equinox.simpleconfigurator,1.0.200.v20100503,"org.eclipse.equinox.simpleconfigurator",1493360928096
started,bundle,com.ibm.icu,4.2.1.v20100412,"com.ibm.icu",1493360928097
started,bundle,org.eclipse.core.contenttype,3.4.100.v20100505-1235,"org.eclipse.core.contenttype",1493360928097
started,bundle,org.eclipse.core.databinding.observable,1.3.0.I20100601-0800,"org.eclipse.core.databinding.observable",1493360928097
started,bundle,org.eclipse.core.expressions,3.4.200.v20100505,"org.eclipse.core.expressions",1493360928097
started,bundle,org.eclipse.core.filebuffers,3.5.100.v20100520-0800,"org.eclipse.core.filebuffers",1493360928097
started,bundle,org.eclipse.core.filesystem,1.3.1.R36x_v20100727-0745,"org.eclipse.core.filesystem",1493360928098
started,bundle,org.eclipse.core.jobs,3.5.1.R36x_v20100824,"org.eclipse.core.jobs",1493360928098
started,bundle,org.eclipse.core.net,1.2.100.I20100511-0800,"org.eclipse.core.net",1493360928098
started,bundle,org.eclipse.core.resources,3.6.1.R36x_v20110131-1630,"org.eclipse.core.resources",1493360928098
started,bundle,org.eclipse.core.runtime,3.6.0.v20100505,"org.eclipse.core.runtime",1493360928098
started,bundle,org.eclipse.core.runtime.compatibility,3.2.100.v20100505,"org.eclipse.core.runtime.compatibility",1493360928099
started,bundle,org.eclipse.core.runtime.compatibility.auth,3.2.200.v20100517,"org.eclipse.core.runtime.compatibility.auth",1493360928099
started,bundle,org.eclipse.debug.core,3.6.0.v20100519,"org.eclipse.debug.core",1493360928099
started,bundle,org.eclipse.draw2d,3.6.2.v20110128-0100,"org.eclipse.draw2d",1493360928099
started,bundle,org.eclipse.epp.usagedata.gathering,1.3.1.R201102081640,"org.eclipse.epp.usagedata.gathering",1493360928099
started,bundle,org.eclipse.epp.usagedata.recording,1.3.1.R201102081640,"org.eclipse.epp.usagedata.recording",1493360928099
started,bundle,org.eclipse.equinox.app,1.3.1.R36x_v20100803,"org.eclipse.equinox.app",1493360928099
started,bundle,org.eclipse.equinox.common,3.6.0.v20100503,"org.eclipse.equinox.common",1493360928100
started,bundle,org.eclipse.equinox.ds,1.2.1.R36x_v20100803,"org.eclipse.equinox.ds",1493360928100
started,bundle,org.eclipse.equinox.event,1.2.0.v20100503,"org.eclipse.equinox.event",1493360928101
started,bundle,org.eclipse.equinox.frameworkadmin,2.0.0.v20100503,"org.eclipse.equinox.frameworkadmin",1493360928101
started,bundle,org.eclipse.equinox.frameworkadmin.equinox,1.0.200.v20100505,"org.eclipse.equinox.frameworkadmin.equinox",1493360928101
started,bundle,org.eclipse.equinox.p2.artifact.repository,1.1.1.R36x_v20100901,"org.eclipse.equinox.p2.artifact.repository",1493360928101
started,bundle,org.eclipse.equinox.p2.core,2.0.3.R36x_v20110111,"org.eclipse.equinox.p2.core",1493360928102
started,bundle,org.eclipse.equinox.p2.director,2.0.3.R36x_v20101117-1018,"org.eclipse.equinox.p2.director",1493360928102
started,bundle,org.eclipse.equinox.p2.directorywatcher,1.0.203.R36x_v20101220,"org.eclipse.equinox.p2.directorywatcher",1493360928103
started,bundle,org.eclipse.equinox.p2.engine,2.0.1.R36x_v20110201,"org.eclipse.equinox.p2.engine",1493360928103
started,bundle,org.eclipse.equinox.p2.extensionlocation,1.2.0.v20100518,"org.eclipse.equinox.p2.extensionlocation",1493360928103
started,bundle,org.eclipse.equinox.p2.garbagecollector,1.0.100.v20100503,"org.eclipse.equinox.p2.garbagecollector",1493360928103
started,bundle,org.eclipse.equinox.p2.metadata,2.0.1.R36x_v20101202,"org.eclipse.equinox.p2.metadata",1493360928103
started,bundle,org.eclipse.equinox.p2.metadata.repository,1.1.0.v20100513,"org.eclipse.equinox.p2.metadata.repository",1493360928103
started,bundle,org.eclipse.equinox.p2.operations,2.0.0.v20100510,"org.eclipse.equinox.p2.operations",1493360928104
started,bundle,org.eclipse.equinox.p2.publisher,1.1.2.v20100824-2220,"org.eclipse.equinox.p2.publisher",1493360928104
started,bundle,org.eclipse.equinox.p2.reconciler.dropins,1.1.2.R36x_v20110114,"org.eclipse.equinox.p2.reconciler.dropins",1493360928104
started,bundle,org.eclipse.equinox.p2.repository,2.0.2.R36x_v20110111-1500,"org.eclipse.equinox.p2.repository",1493360928104
started,bundle,org.eclipse.equinox.p2.touchpoint.eclipse,2.0.3.R36x_v20101202,"org.eclipse.equinox.p2.touchpoint.eclipse",1493360928104
started,bundle,org.eclipse.equinox.p2.ui.sdk.scheduler,1.0.0.v20100507-1815,"org.eclipse.equinox.p2.ui.sdk.scheduler",1493360928104
started,bundle,org.eclipse.equinox.p2.updatechecker,1.1.101.R36x_v20100823,"org.eclipse.equinox.p2.updatechecker",1493360928104
started,bundle,org.eclipse.equinox.preferences,3.3.0.v20100503,"org.eclipse.equinox.preferences",1493360928105
started,bundle,org.eclipse.equinox.registry,3.5.0.v20100503,"org.eclipse.equinox.registry",1493360928105
started,bundle,org.eclipse.equinox.security,1.0.200.v20100503,"org.eclipse.equinox.security",1493360928105
started,bundle,org.eclipse.equinox.simpleconfigurator.manipulator,2.0.0.v20100503,"org.eclipse.equinox.simpleconfigurator.manipulator",1493360928106
started,bundle,org.eclipse.equinox.util,1.0.200.v20100503,"org.eclipse.equinox.util",1493360928106
started,bundle,org.eclipse.gef,3.6.2.v20110110-2020,"org.eclipse.gef",1493360928106
started,bundle,org.eclipse.help,3.5.0.v20100524,"org.eclipse.help",1493360928106
started,bundle,org.eclipse.jdt.core,3.6.2.v_A76_R36x,"org.eclipse.jdt.core",1493360928106
started,bundle,org.eclipse.jdt.core.manipulation,1.3.0.v20100520-0800,"org.eclipse.jdt.core.manipulation",1493360928106
started,bundle,org.eclipse.jdt.launching,3.5.200.v20110105_r362,"org.eclipse.jdt.launching",1493360928106
started,bundle,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui",1493360928106
started,bundle,org.eclipse.jface,3.6.2.M20110210-1200,"org.eclipse.jface",1493360928106
started,bundle,org.eclipse.jsch.core,1.1.200.I20100505-1245,"org.eclipse.jsch.core",1493360928107
started,bundle,org.eclipse.mylyn.bugzilla.core,3.4.2.v20100902-0100-e3x,"org.eclipse.mylyn.bugzilla.core",1493360928107
started,bundle,org.eclipse.mylyn.bugzilla.ui,3.4.3.v20110131-0100-e3x,"org.eclipse.mylyn.bugzilla.ui",1493360928107
started,bundle,org.eclipse.mylyn.commons.net,3.4.1.v20100625-2100-e3x,"org.eclipse.mylyn.commons.net",1493360928107
started,bundle,org.eclipse.mylyn.commons.ui,3.4.0.v20100608-0100-e3x,"org.eclipse.mylyn.commons.ui",1493360928107
started,bundle,org.eclipse.mylyn.context.core,3.4.1.v20100909-0100-e3x,"org.eclipse.mylyn.context.core",1493360928107
started,bundle,org.eclipse.mylyn.context.ui,3.4.2.v20110131-0100-e3x,"org.eclipse.mylyn.context.ui",1493360928107
started,bundle,org.eclipse.mylyn.monitor.ui,3.4.1.v20110131-0100-e3x,"org.eclipse.mylyn.monitor.ui",1493360928107
started,bundle,org.eclipse.mylyn.tasks.ui,3.4.3.v20110131-0100-e3x,"org.eclipse.mylyn.tasks.ui",1493360928107
started,bundle,org.eclipse.mylyn.team.ui,3.4.3.v20110131-0100-e3x,"org.eclipse.mylyn.team.ui",1493360928107
started,bundle,org.eclipse.pde.launching,3.6.0.v20100601,"org.eclipse.pde.launching",1493360928107
started,bundle,org.eclipse.pde.ui,3.6.1.v20110210_r362,"org.eclipse.pde.ui",1493360928107
started,bundle,org.eclipse.search,3.6.0.v20100520-0800,"org.eclipse.search",1493360928107
started,bundle,org.eclipse.team.core,3.5.101.R36x_v20110203-1036,"org.eclipse.team.core",1493360928107
started,bundle,org.eclipse.team.cvs.core,3.3.301.R36x_v20110119-0815,"org.eclipse.team.cvs.core",1493360928107
started,bundle,org.eclipse.team.cvs.ui,3.3.302.R36x_v20110203-1036,"org.eclipse.team.cvs.ui",1493360928107
started,bundle,org.eclipse.team.ui,3.5.102.R36x_v20110203-1036,"org.eclipse.team.ui",1493360928107
started,bundle,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui",1493360928107
started,bundle,org.eclipse.ui.console,3.5.0.v20100526,"org.eclipse.ui.console",1493360928107
started,bundle,org.eclipse.ui.editors,3.6.1.r361_v20100825-0800,"org.eclipse.ui.editors",1493360928107
started,bundle,org.eclipse.ui.forms,3.5.2.r36_v20100702,"org.eclipse.ui.forms",1493360928108
started,bundle,org.eclipse.ui.ide,3.6.2.M20101201-0800,"org.eclipse.ui.ide",1493360928108
started,bundle,org.eclipse.ui.net,1.2.100.I20100505-1245,"org.eclipse.ui.net",1493360928108
started,bundle,org.eclipse.ui.views,3.5.1.M20110202-0800,"org.eclipse.ui.views",1493360928108
started,bundle,org.eclipse.ui.views.log,1.0.100.v20110210_r362,"org.eclipse.ui.views.log",1493360928108
started,bundle,org.eclipse.ui.views.properties.tabbed,3.5.100.I20100509-0800,"org.eclipse.ui.views.properties.tabbed",1493360928108
started,bundle,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"org.eclipse.ui.workbench",1493360928108
started,bundle,org.eclipse.ui.workbench.texteditor,3.6.1.r361_v20100714-0800,"org.eclipse.ui.workbench.texteditor",1493360928108
started,bundle,org.eclipse.update.configurator,3.3.100.v20100512,"org.eclipse.update.configurator",1493360928108
started,bundle,org.eclipse.update.core,3.2.402.R36x_v20100629,"org.eclipse.update.core",1493360928108
started,bundle,org.eclipse.update.scheduler,3.2.300.v20100512,"org.eclipse.update.scheduler",1493360928108
started,bundle,au.edu.rmit.cs.PDT,0.5.0,"au.edu.rmit.cs.PDT",1493360928108
os,sysinfo,,,"win32",1493360928110
arch,sysinfo,,,"x86_64",1493360928110
ws,sysinfo,,,"win32",1493360928110
locale,sysinfo,,,"en_GB",1493360928110
processors,sysinfo,,,"4",1493360928110
java.runtime.name,sysinfo,,,"Java(TM) SE Runtime Environment",1493360928110
java.runtime.version,sysinfo,,,"1.8.0_131-b11",1493360928110
java.specification.name,sysinfo,,,"Java Platform API Specification",1493360928110
java.specification.vendor,sysinfo,,,"Oracle Corporation",1493360928110
java.specification.version,sysinfo,,,"1.8",1493360928110
java.vendor,sysinfo,,,"Oracle Corporation",1493360928110
java.version,sysinfo,,,"1.8.0_131",1493360928110
java.vm.info,sysinfo,,,"mixed mode",1493360928110
java.vm.name,sysinfo,,,"Java HotSpot(TM) 64-Bit Server VM",1493360928110
java.vm.specification.name,sysinfo,,,"Java Virtual Machine Specification",1493360928110
java.vm.specification.vendor,sysinfo,,,"Oracle Corporation",1493360928110
java.vm.specification.version,sysinfo,,,"1.8",1493360928110
java.vm.vendor,sysinfo,,,"Oracle Corporation",1493360928110
java.vm.version,sysinfo,,,"25.131-b11",1493360928110
activated,view,org.eclipse.ui.ide,3.6.2.M20101201-0800,"org.eclipse.ui.views.ProblemView",1493360928504
activated,view,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.PackageExplorer",1493360929548
started,bundle,org.eclipse.ltk.core.refactoring,3.5.101.r362_v20101117-0800,"org.eclipse.ltk.core.refactoring",1493360931444
started,bundle,org.eclipse.ltk.ui.refactoring,3.5.0.v20100526-0800,"org.eclipse.ltk.ui.refactoring",1493360931447
started,bundle,org.eclipse.compare.core,3.5.101.R36x_v20100929-0800,"org.eclipse.compare.core",1493360931509
started,bundle,org.eclipse.compare,3.5.101.R36x_v20100929-0800,"org.eclipse.compare",1493360931512
activated,editor,au.edu.rmit.cs.PDT,0.5.0,"au.edu.rmit.cs.pdt.editors.PDTProjectEditor",1493360932566
activated,view,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.PackageExplorer",1493360934576
started,bundle,org.eclipse.pde.core,3.6.2.v20110210_r362,"org.eclipse.pde.core",1493360935029
activated,editor,au.edu.rmit.cs.PDT,0.5.0,"au.edu.rmit.cs.pdt.editors.PDTProjectEditor",1493360937998
activated,view,org.eclipse.ui.ide,3.6.2.M20101201-0800,"org.eclipse.ui.views.ProblemView",1493360941271
activated,view,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.PackageExplorer",1493360946864
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1493360948569
started,bundle,org.eclipse.jdt.debug,3.6.1.v20100715_r361,"org.eclipse.jdt.debug",1493360962040
started,bundle,org.eclipse.debug.ui,3.6.3.v20101201_r362,"org.eclipse.debug.ui",1493360962087
started,bundle,org.eclipse.jdt.debug.ui,3.5.2.v20100928a_r362,"org.eclipse.jdt.debug.ui",1493360962131
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1493360967823
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.properties",1493360967843
activated,editor,au.edu.rmit.cs.PDT,0.5.0,"au.edu.rmit.cs.pdt.editors.PDTProjectEditor",1493360971251
activated,view,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.PackageExplorer",1493360983411
activated,editor,au.edu.rmit.cs.PDT,0.5.0,"au.edu.rmit.cs.pdt.editors.PDTProjectEditor",1493360983559
activated,view,org.eclipse.ui.views,3.5.1.M20110202-0800,"org.eclipse.ui.views.ContentOutline",1493360991911
activated,editor,au.edu.rmit.cs.PDT,0.5.0,"au.edu.rmit.cs.pdt.editors.PDTProjectEditor",1493360993648
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1493360994385
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1493360995934
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1493361011872
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1493361038672
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.views.showView",1493361038678
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.views.showView",1493361038678
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1493361042370
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1493361045941
activated,view,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.PackageExplorer",1493361056076
activated,editor,au.edu.rmit.cs.PDT,0.5.0,"au.edu.rmit.cs.pdt.editors.PDTProjectEditor",1493361056864
activated,view,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.PackageExplorer",1493361056902
closed,editor,au.edu.rmit.cs.PDT,0.5.0,"au.edu.rmit.cs.pdt.editors.PDTProjectEditor",1493361056903
opened,editor,au.edu.rmit.cs.PDT,0.5.0,"au.edu.rmit.cs.pdt.editors.PDTProjectEditor",1493361057967
activated,editor,au.edu.rmit.cs.PDT,0.5.0,"au.edu.rmit.cs.pdt.editors.PDTProjectEditor",1493361058006
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1493361059741
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1493361064771
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1493361078375
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1493361083963
opened,view,org.eclipse.gef,3.6.2.v20110110-2020,"org.eclipse.gef.ui.palette_view",1493361083984
activated,view,org.eclipse.gef,3.6.2.v20110110-2020,"org.eclipse.gef.ui.palette_view",1493361084013
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.views.showView",1493361084014
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.views.showView",1493361084014
activated,editor,au.edu.rmit.cs.PDT,0.5.0,"au.edu.rmit.cs.pdt.editors.PDTProjectEditor",1493361086132
activated,view,org.eclipse.gef,3.6.2.v20110110-2020,"org.eclipse.gef.ui.palette_view",1493361088438
activated,editor,au.edu.rmit.cs.PDT,0.5.0,"au.edu.rmit.cs.pdt.editors.PDTProjectEditor",1493361088954
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1493361096814
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1493361213499
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1493361312098
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1493362808359
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1493362812109
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1493362836495
activated,view,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.PackageExplorer",1493362842418
activated,editor,au.edu.rmit.cs.PDT,0.5.0,"au.edu.rmit.cs.pdt.editors.PDTProjectEditor",1493362842436
activated,view,org.eclipse.mylyn.tasks.ui,3.4.3.v20110131-0100-e3x,"org.eclipse.mylyn.tasks.ui.views.tasks",1493362845297
activated,editor,au.edu.rmit.cs.PDT,0.5.0,"au.edu.rmit.cs.pdt.editors.PDTProjectEditor",1493362845316
activated,view,org.eclipse.ui.views,3.5.1.M20110202-0800,"org.eclipse.ui.views.ContentOutline",1493362846718
activated,editor,au.edu.rmit.cs.PDT,0.5.0,"au.edu.rmit.cs.pdt.editors.PDTProjectEditor",1493362846727
activated,view,org.eclipse.ui.ide,3.6.2.M20101201-0800,"org.eclipse.ui.views.ProblemView",1493362850615
activated,editor,au.edu.rmit.cs.PDT,0.5.0,"au.edu.rmit.cs.pdt.editors.PDTProjectEditor",1493362850621
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1493362855072
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1493362862813
activated,view,org.eclipse.gef,3.6.2.v20110110-2020,"org.eclipse.gef.ui.palette_view",1493362862965
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1493362880502
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1493362922591
activated,editor,au.edu.rmit.cs.PDT,0.5.0,"au.edu.rmit.cs.pdt.editors.PDTProjectEditor",1493362922595
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1493362976778
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1493362997349
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1493362999881
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1493363142896
activated,view,org.eclipse.gef,3.6.2.v20110110-2020,"org.eclipse.gef.ui.palette_view",1493363142899
activated,editor,au.edu.rmit.cs.PDT,0.5.0,"au.edu.rmit.cs.pdt.editors.PDTProjectEditor",1493363143739
activated,view,org.eclipse.gef,3.6.2.v20110110-2020,"org.eclipse.gef.ui.palette_view",1493363145876
activated,editor,au.edu.rmit.cs.PDT,0.5.0,"au.edu.rmit.cs.pdt.editors.PDTProjectEditor",1493363146760
activated,view,org.eclipse.gef,3.6.2.v20110110-2020,"org.eclipse.gef.ui.palette_view",1493363148585
activated,editor,au.edu.rmit.cs.PDT,0.5.0,"au.edu.rmit.cs.pdt.editors.PDTProjectEditor",1493363151856
